age,salary,purchases,churn
57,100892,11,0
59,30336,2,1
33,111183,17,0
35,83248,14,0
29,21496,10,0
44,23582,5,0
45,119931,12,0
26,73112,1,0
26,100491,12,0
34,47572,9,0
38,61505,2,0
44,60213,13,0
40,98749,4,0
47,77110,4,0
37,77802,15,0
49,69312,7,0
22,39139,10,0
18,37845,15,0
20,92444,9,0
55,59971,7,0
24,34111,7,0
24,117358,2,0
20,77158,11,0
32,20002,0,1
55,66082,1,0
23,103173,2,0
58,30393,10,0
44,40182,3,1
26,98283,6,0
46,55159,18,0
54,30347,2,1
24,94156,6,0
51,37987,15,0
33,56207,13,0
22,57125,12,0
35,48952,19,0
50,63096,9,0
21,64181,6,0
20,49531,13,0
26,100533,13,0
54,81986,11,0
58,44730,19,0
18,53135,7,0
25,103720,18,0
40,25494,6,0
35,56698,9,0
38,59619,2,0
19,91606,19,0
26,59017,0,0
22,108625,19,0
41,59045,10,0
25,67433,18,0
57,59253,6,0
19,55459,11,0
51,73048,9,0
54,96484,18,0
31,88792,11,0
26,91186,6,0
20,58611,0,0
54,35664,0,1
37,37953,2,1
36,78149,0,0
23,102799,14,0
23,87079,15,0
24,59646,3,0
31,27532,4,1
34,104265,11,0
49,38318,6,0
31,23875,5,0
49,116634,5,0
45,56045,14,0
48,33106,8,0
50,37696,4,1
44,48197,13,0
47,65923,3,0
51,23790,1,1
18,77331,9,0
57,85769,12,0
41,77119,1,0
56,72657,0,0
38,83754,15,0
45,39809,13,0
45,35648,2,1
34,33122,14,0
52,83831,19,0
19,34193,14,0
55,54945,9,0
32,49101,6,0
53,105914,0,0
41,90820,6,0
43,89964,18,0
54,88052,1,0
31,37491,7,0
45,72281,13,0
51,50342,8,0
26,119279,9,0
35,114277,8,0
39,100931,5,0
31,86820,12,0
51,44468,11,0
50,76380,1,0
32,99688,4,0
33,95343,12,0
59,99180,5,0
22,63504,14,0
32,103102,19,0
26,22545,18,0
32,101538,13,0
40,113881,18,0
47,28784,17,0
35,59897,13,0
58,29346,16,0
19,42352,18,0
19,28179,7,0
42,73561,10,0
46,104992,10,0
18,101713,11,0
37,49265,3,1
34,64951,1,0
21,97620,17,0
57,44247,3,1
58,70394,3,0
21,94212,15,0
31,27213,17,0
37,74768,18,0
33,41822,14,0
33,64764,17,0
24,55727,6,0
38,89929,1,0
35,95680,14,0
19,74099,2,0
39,101595,2,0
27,84424,10,0
30,77291,14,0
41,71429,10,0
45,54949,17,0
26,54504,19,0
27,23972,19,0
34,113590,16,0
47,91531,15,0
26,61300,13,0
54,46229,13,0
57,55685,2,0
57,73619,16,0
32,106017,8,0
18,115155,16,0
30,31629,17,0
58,22354,11,0
54,60378,13,0
33,57095,16,0
59,46124,9,0
36,61112,3,0
49,30960,2,1
25,91070,18,0
56,53416,8,0
48,43159,6,0
26,38726,18,0
27,84594,10,0
49,98212,11,0
53,34885,6,0
41,68712,5,0
45,96456,3,0
32,109328,5,0
20,91856,2,0
47,92377,6,0
40,90288,9,0
59,42553,5,0
24,77070,15,0
57,89467,11,0
54,56169,14,0
55,53935,10,0
58,58997,2,0
40,81109,12,0
48,38237,8,0
51,85336,10,0
31,73335,4,0
47,46885,3,1
42,115047,9,0
20,97776,0,0
29,72728,18,0
25,52668,9,0
25,51192,15,0
23,71241,18,0
18,97739,6,0
39,113456,13,0
41,64568,4,0
35,80850,9,0
38,118162,8,0
47,116674,13,0
30,104066,14,0
42,31969,12,0
57,115836,2,0
44,67364,4,0
55,43323,0,1
22,48157,7,0
31,66799,3,0
36,113341,8,0
24,27549,15,0
49,20524,12,0
30,74882,13,0
23,81873,9,0
23,30542,19,0
40,102597,5,0
59,83472,12,0
54,110348,15,0
23,32455,4,1
21,72134,2,0
55,113269,11,0
52,24429,4,1
34,76591,17,0
43,71261,19,0
48,58194,13,0
46,91190,13,0
55,116632,13,0
22,96035,5,0
53,70523,17,0
32,46210,12,0
31,66122,2,0
50,111089,17,0
53,52666,5,0
39,49911,5,0
54,28129,7,0
26,21665,5,0
40,94372,17,0
22,42403,11,0
51,88417,3,0
24,99773,14,0
44,118841,7,0
40,68972,3,0
44,78029,3,0
20,113042,9,0
29,88488,16,0
26,21303,3,1
47,99429,15,0
30,82790,0,0
42,34773,0,1
42,32478,14,0
47,94707,16,0
29,37131,13,0
25,52786,19,0
56,85710,9,0
46,59969,0,0
37,92413,15,0
21,80143,5,0
50,93508,6,0
40,107350,11,0
56,58251,1,0
52,34282,10,0
44,71612,8,0
51,31095,2,1
28,31015,4,1
58,26179,16,0
39,96536,10,0
57,105324,15,0
20,81379,12,0
22,97867,11,0
32,63739,1,0
28,45205,11,0
35,25024,14,0
31,39901,9,0
51,33963,0,1
56,81151,13,0
57,93810,13,0
25,71294,8,0
44,69430,10,0
45,33257,0,1
52,98840,7,0
38,107200,17,0
43,39688,9,0
47,30970,17,0
46,20871,15,0
50,57406,9,0
24,30283,2,1
36,76829,6,0
49,77606,11,0
59,65274,5,0
58,69632,6,0
19,41557,12,0
22,81837,17,0
58,89867,11,0
47,77368,7,0
47,87154,15,0
28,105640,3,0
33,117557,11,0
23,34067,1,1
53,45473,18,0
45,31732,18,0
32,73586,9,0
21,35647,12,0
58,42389,7,0
21,54251,5,0
48,78504,16,0
41,51424,9,0
50,66964,16,0
43,59850,12,0
29,119337,10,0
45,44054,5,0
33,82082,4,0
30,84568,1,0
31,46508,9,0
26,79488,3,0
37,34365,16,0
40,41326,1,1
52,75540,14,0
58,57782,8,0
35,44975,11,0
58,93056,9,0
48,53389,2,0
25,102741,12,0
35,24410,19,0
26,54442,9,0
19,61217,11,0
30,114670,14,0
48,33285,5,0
50,64472,8,0
19,82605,10,0
42,99366,0,0
36,59953,18,0
49,114910,11,0
31,113995,3,0
51,110182,11,0
37,113577,8,0
42,96231,7,0
43,85461,13,0
24,117230,3,0
46,76443,0,0
32,93425,14,0
19,46772,5,0
56,39665,17,0
59,68510,2,0
58,36258,16,0
58,94487,9,0
40,100394,3,0
57,70177,10,0
53,99515,11,0
59,43866,16,0
58,67659,4,0
47,68030,17,0
23,52193,13,0
20,66557,13,0
22,94426,11,0
25,61250,7,0
23,61994,6,0
20,117250,14,0
50,41414,14,0
41,73277,9,0
22,77506,14,0
36,32978,5,0
44,102388,17,0
54,27179,13,0
56,104510,12,0
59,114349,0,0
48,114753,4,0
21,98935,13,0
54,64370,17,0
21,92195,1,0
58,118768,17,0
38,65958,11,0
37,114824,10,0
52,24771,2,1
47,54683,15,0
44,94876,5,0
42,76735,9,0
34,96840,11,0
25,100244,16,0
42,32357,4,1
20,111505,5,0
50,47447,10,0
39,65568,8,0
30,101118,16,0
41,59606,12,0
36,108222,3,0
26,81119,9,0
20,115609,8,0
37,31524,8,0
27,30960,11,0
54,25389,5,0
25,76330,16,0
19,33245,15,0
27,42524,17,0
41,25771,5,0
48,85578,2,0
21,89212,7,0
29,101556,7,0
32,112544,11,0
26,54775,13,0
39,68074,8,0
57,119607,14,0
24,32973,3,1
34,94732,3,0
18,53135,1,0
53,89577,2,0
26,45306,1,1
44,80280,3,0
55,118447,9,0
56,68559,14,0
50,117812,1,0
30,104186,17,0
23,82849,19,0
54,104969,5,0
19,116044,11,0
19,25448,2,1
44,20586,19,0
36,74498,10,0
42,111067,10,0
44,94407,12,0
28,37396,14,0
26,43066,17,0
40,77774,8,0
34,114478,19,0
42,76718,13,0
34,112889,1,0
35,35795,11,0
28,30386,8,0
46,72483,5,0
39,75592,18,0
24,33573,4,1
32,26080,3,1
36,114515,10,0
44,33139,4,1
51,91376,14,0
41,81423,1,0
34,22927,13,0
29,37182,10,0
23,35919,6,0
21,117514,10,0
29,51431,8,0
48,89421,12,0
59,117537,9,0
34,110818,5,0
22,91703,4,0
44,110380,11,0
44,56203,13,0
23,86066,13,0
30,83369,9,0
34,105901,2,0
54,84792,16,0
35,60171,15,0
22,115153,17,0
35,113786,16,0
35,91438,5,0
56,116311,2,0
46,104247,2,0
43,45621,12,0
23,45995,17,0
46,57701,4,0
57,42091,4,1
31,35480,3,1
47,39088,3,1
24,31743,17,0
51,29261,8,0
53,39810,7,0
27,102219,11,0
45,115121,3,0
47,78281,4,0
49,64533,14,0
35,87036,12,0
18,50898,0,0
20,40194,13,0
45,53417,1,0
37,50684,18,0
57,83523,0,0
33,62991,2,0
29,55524,1,0
33,60151,4,0
18,102261,18,0
51,55355,7,0
48,61523,2,0
31,88127,9,0
37,59127,16,0
44,116792,4,0
37,119377,8,0
19,105634,13,0
56,80890,7,0
56,103949,17,0
24,58284,7,0
31,69733,6,0
19,46692,0,1
32,53654,11,0
34,72353,7,0
40,83855,14,0
39,118334,17,0
50,57337,6,0
39,44703,0,1
18,103857,17,0
27,113993,3,0
53,40479,9,0
21,78423,4,0
46,31087,1,1
38,52064,13,0
57,111859,11,0
42,88992,18,0
19,94621,4,0
41,75940,4,0
20,45456,10,0
33,22523,3,1
43,25888,5,0
35,26023,13,0
23,27846,14,0
40,117514,15,0
46,91636,3,0
18,57420,7,0
52,64837,7,0
35,53525,11,0
32,51157,14,0
52,41321,4,1
38,107077,8,0
18,58006,18,0
53,79943,13,0
46,92881,1,0
29,64258,18,0
22,76602,19,0
18,109811,2,0
47,29022,1,1
31,106967,12,0
22,65630,8,0
22,108805,16,0
30,60573,6,0
52,83185,8,0
42,54841,16,0
56,40658,16,0
34,51127,14,0
31,66952,18,0
58,73490,6,0
43,26443,2,1
53,74859,8,0
19,98435,11,0
18,90982,0,0
40,32527,4,1
40,63500,9,0
32,30045,3,1
38,65573,3,0
56,55276,18,0
54,36887,9,0
25,98703,4,0
27,45726,2,1
42,51235,4,0
55,69848,3,0
28,48760,10,0
50,105033,4,0
41,22840,7,0
56,110618,5,0
33,69587,10,0
19,95591,13,0
38,62880,18,0
58,52293,1,0
54,79614,0,0
19,32940,8,0
40,68120,12,0
19,55259,19,0
39,58126,10,0
46,72764,0,0
47,64226,11,0
49,29513,4,1
44,45210,16,0
45,54765,4,0
59,48893,4,1
36,36068,9,0
25,69139,17,0
57,61202,1,0
23,31226,1,1
41,28093,7,0
20,112838,9,0
49,96089,10,0
36,56799,4,0
53,51994,6,0
33,86183,16,0
56,28045,6,0
22,36852,14,0
40,92367,18,0
18,111774,2,0
44,87896,12,0
27,30728,17,0
38,87657,9,0
35,101541,18,0
18,119424,16,0
36,99422,19,0
56,76175,11,0
37,32573,14,0
50,47907,8,0
36,55645,13,0
31,24706,7,0
28,65924,7,0
25,26736,16,0
46,101271,19,0
33,110597,8,0
55,117677,7,0
29,48932,14,0
50,74255,7,0
26,22001,6,0
27,60497,11,0
21,51354,2,0
42,20252,13,0
50,33671,19,0
58,60051,13,0
49,81390,13,0
52,48197,4,1
46,51319,2,0
53,41561,5,0
24,82104,12,0
51,28095,12,0
53,70448,11,0
42,73183,1,0
54,79325,4,0
30,46349,6,0
36,116798,6,0
48,45243,17,0
44,23651,8,0
37,24396,15,0
21,60827,19,0
49,100960,9,0
40,34159,0,1
41,85389,5,0
27,87738,8,0
27,109765,10,0
55,55294,17,0
45,97074,0,0
27,66035,19,0
45,66099,12,0
35,30201,12,0
47,70700,6,0
26,51054,4,0
45,70442,15,0
49,60438,11,0
21,77292,7,0
29,46387,16,0
28,24275,9,0
54,96550,11,0
50,40644,19,0
44,76844,10,0
53,38931,18,0
27,38118,6,0
46,59586,8,0
42,59286,3,0
45,86945,16,0
37,101673,17,0
32,83436,0,0
39,115942,18,0
57,79697,0,0
34,24002,8,0
57,46103,9,0
19,65386,9,0
40,91907,9,0
19,75995,5,0
24,101780,9,0
23,106743,4,0
30,78437,10,0
27,115330,0,0
37,118841,7,0
46,113013,7,0
32,88068,1,0
42,46072,11,0
52,62885,4,0
29,68501,4,0
24,78225,18,0
21,55501,3,0
31,68175,7,0
55,88496,17,0
21,36530,16,0
48,115909,7,0
23,53689,0,0
46,29684,1,1
33,88079,3,0
38,116565,11,0
39,113891,13,0
55,113844,10,0
25,45964,9,0
37,46763,1,1
18,98390,5,0
51,58720,15,0
39,107311,12,0
47,45335,7,0
37,87552,19,0
46,35205,7,0
43,117209,14,0
31,58278,6,0
54,37696,2,1
55,64975,6,0
33,110625,2,0
48,118118,9,0
36,49417,16,0
50,65578,18,0
53,56877,4,0
32,24532,2,1
51,50178,15,0
42,91928,17,0
19,60059,13,0
58,101002,6,0
34,32897,14,0
43,21062,4,1
47,80105,14,0
39,32601,19,0
57,90114,14,0
51,93389,0,0
25,88171,6,0
53,47554,5,0
26,47528,11,0
59,97309,0,0
27,65818,6,0
33,112331,2,0
30,28304,9,0
29,27247,2,1
50,21845,8,0
31,86236,7,0
34,114727,16,0
32,78649,10,0
41,67519,14,0
41,36497,10,0
43,81532,13,0
33,32127,19,0
49,20566,10,0
26,46205,2,1
58,115316,6,0
36,104232,7,0
38,102788,9,0
39,89918,1,0
50,83746,4,0
28,91196,14,0
41,107122,1,0
32,100466,2,0
43,85717,5,0
58,98610,4,0
22,65387,19,0
59,54879,1,0
37,91922,11,0
21,62223,15,0
42,36462,4,1
19,41867,12,0
59,50510,5,0
59,22265,1,1
34,21312,3,1
34,32405,0,1
28,53835,0,0
49,61930,14,0
19,71678,8,0
53,111991,2,0
45,98691,14,0
37,104007,15,0
27,59193,10,0
44,89769,4,0
38,88845,16,0
51,56201,5,0
38,90398,2,0
58,39786,11,0
48,91018,2,0
28,32987,12,0
58,74796,10,0
25,119757,4,0
21,84297,12,0
47,62209,16,0
36,31783,0,1
28,29482,0,1
48,31415,0,1
50,66051,13,0
53,33460,6,0
35,55198,13,0
25,27840,18,0
50,30624,5,0
25,45886,8,0
36,36964,11,0
21,26821,3,1
31,28529,8,0
23,23976,3,1
22,96079,2,0
44,88398,1,0
45,118829,15,0
38,39306,8,0
58,64324,0,0
57,62159,2,0
28,27623,19,0
31,31847,12,0
57,46497,14,0
20,26543,10,0
35,74898,5,0
23,116826,15,0
26,27974,10,0
39,105602,18,0
35,89603,2,0
34,36653,15,0
20,39527,3,1
58,36709,15,0
40,83806,6,0
59,80776,6,0
28,51910,9,0
35,58537,16,0
46,106422,11,0
47,37417,19,0
35,59136,16,0
26,44248,9,0
29,73177,9,0
32,77725,5,0
42,20892,14,0
36,76614,3,0
44,44004,3,1
39,91006,9,0
30,68878,10,0
25,94828,8,0
25,69230,19,0
36,46061,1,1
18,45614,17,0
33,74542,3,0
25,64692,9,0
42,43499,13,0
33,42332,7,0
41,59283,11,0
55,49065,13,0
22,97035,6,0
21,39570,6,0
24,62231,17,0
23,108613,1,0
45,35046,15,0
35,52254,15,0
44,58580,3,0
20,57393,7,0
22,69067,19,0
58,65470,2,0
54,80124,10,0
20,29665,1,1
31,55690,16,0
43,58739,0,0
28,108508,0,0
51,86168,6,0
31,86231,4,0
39,28893,0,1
34,95208,9,0
28,35720,8,0
57,28479,4,1
38,25961,11,0
36,27208,14,0
22,42514,6,0
50,73579,12,0
27,118151,10,0
57,71740,1,0
21,62934,2,0
35,29169,14,0
56,96728,14,0
47,110170,4,0
33,75788,3,0
56,115822,19,0
52,53210,12,0
30,95133,18,0
18,109362,8,0
49,86867,16,0
29,41581,3,1
30,32016,13,0
52,97004,3,0
48,100197,6,0
18,108885,12,0
49,46658,6,0
36,91063,2,0
34,108396,14,0
33,74349,17,0
47,118727,16,0
57,71625,1,0
24,21038,5,0
27,62420,0,0
23,67531,14,0
24,89261,1,0
57,43990,5,0
56,55320,0,0
45,70340,5,0
41,62624,2,0
33,47659,6,0
44,85384,7,0
38,82102,10,0
51,101055,8,0
21,108902,7,0
25,28942,2,1
22,82714,17,0
21,74149,9,0
46,69604,7,0
40,66972,4,0
24,87125,7,0
56,68300,8,0
54,51123,19,0
49,94729,6,0
24,114258,13,0
56,100023,16,0
38,86455,1,0
56,49659,17,0
23,29014,1,1
21,98567,3,0
35,33198,6,0
58,94008,17,0
54,39279,12,0
25,42558,17,0
31,44908,8,0
46,36771,0,1
18,75093,14,0
57,46795,18,0
26,24528,8,0
20,48874,13,0
33,118259,10,0
26,77029,3,0
45,60392,4,0
55,37141,2,1
50,66951,7,0
18,76221,3,0
21,64469,17,0
38,52355,11,0
20,25618,19,0
34,119302,11,0
29,89083,19,0
57,49590,4,1
58,90990,15,0
52,65133,14,0
34,69449,4,0
51,52376,2,0
23,75400,19,0
21,22852,4,1
31,20418,6,0
47,30865,0,1
56,96924,0,0
48,94279,13,0
25,25423,0,1
58,67099,8,0
28,73687,6,0
35,118238,5,0
29,70214,16,0
38,109555,6,0
49,78176,10,0
41,101365,4,0
36,105970,8,0
43,73490,4,0
24,93599,13,0
18,58705,2,0
22,90580,18,0
32,109184,6,0
59,76012,3,0
34,23689,9,0
33,59231,6,0
47,94708,4,0
20,77298,7,0
24,99689,6,0
47,22370,8,0
39,64880,18,0
27,91180,7,0
59,69946,0,0
59,42503,9,0
40,45936,1,1
56,101528,9,0
53,69363,3,0
25,104765,3,0
52,88215,7,0
25,109677,19,0
55,108357,19,0
58,116423,4,0
29,24757,5,0
22,30297,1,1
53,53083,8,0
56,72956,7,0
37,66566,0,0
47,29524,0,1
46,74952,16,0
30,92659,14,0
54,105151,19,0
38,52425,12,0
29,104408,2,0
18,46150,9,0
28,75840,7,0
30,62899,1,0
41,22016,17,0
43,112450,11,0
22,42316,3,1
20,86073,16,0
50,112916,4,0
31,96460,18,0
39,106322,11,0
52,40043,5,0
29,101124,2,0
31,39454,16,0
30,108170,4,0
45,107679,10,0
51,55868,8,0
19,115918,5,0
34,27619,4,1
30,116340,6,0
32,99477,5,0
36,29862,12,0
56,105607,6,0
34,22834,14,0
28,65710,15,0
38,60679,8,0
42,25054,8,0
35,97931,12,0
53,26412,12,0
49,22664,1,1
22,39098,3,1
39,104284,4,0
50,49735,5,0
57,21120,13,0
59,86645,7,0
25,105283,11,0
54,53772,7,0
40,70288,9,0
41,100554,18,0
48,41890,10,0
29,44827,0,1
52,100951,7,0
52,43607,15,0
55,35130,5,0
55,38998,8,0
47,115590,11,0
32,105488,14,0
55,49617,17,0
18,85914,11,0
24,108546,19,0
32,25368,6,0
34,93447,8,0
41,30864,2,1
51,44425,10,0
45,110663,7,0
40,115554,9,0
52,54620,0,0
25,97788,9,0
19,90618,9,0
52,92766,17,0
21,95536,2,0
45,45987,7,0
39,38405,16,0
56,74494,10,0
51,63163,1,0
38,29962,9,0
46,63040,3,0
53,25187,2,1
47,72142,7,0
39,30748,2,1
31,58035,17,0
57,116060,16,0
56,57405,8,0
40,117203,11,0
24,97495,15,0
52,51302,14,0
34,109772,13,0
56,29402,6,0
44,63294,0,0
45,66571,1,0
29,119780,0,0
51,85856,4,0
25,56934,16,0
53,36604,3,1
35,31133,17,0
56,27155,18,0
35,101472,18,0
26,74558,8,0
36,41547,14,0
47,34198,6,0
53,103677,1,0
48,20148,10,0
49,90196,7,0
22,24857,17,0
40,111654,13,0
44,62439,10,0
41,50598,1,0
35,75174,8,0
34,108618,14,0
21,55156,11,0
30,88805,8,0
56,86923,16,0
56,90253,2,0
35,119393,17,0
34,95157,1,0
52,103356,3,0
37,115600,6,0
33,115213,4,0
21,104233,0,0
38,65663,9,0
40,103505,2,0
44,104029,3,0
19,108056,8,0
36,115212,19,0
56,71109,19,0
51,53902,3,0
39,24290,17,0
42,46965,14,0
23,101721,19,0
21,51852,17,0
41,30705,15,0
53,104959,10,0
20,115316,1,0
54,32133,2,1
54,106895,18,0
49,59597,0,0
38,22524,19,0
31,109374,19,0
29,20923,14,0
19,48371,3,1
53,26359,12,0
41,48299,7,0
54,107190,4,0
41,54694,19,0
18,83839,16,0
54,26126,6,0
18,109776,12,0
28,50047,15,0
34,27540,7,0
19,58535,9,0
19,96690,5,0
56,42933,18,0
33,116625,14,0
33,76499,12,0
50,86526,16,0
53,30583,0,1
51,43197,3,1
36,29535,15,0
23,64788,16,0
29,49408,12,0
32,23488,10,0
30,113552,16,0
50,112069,17,0
46,71889,0,0
37,118571,14,0
47,78335,19,0
36,40295,17,0
59,112460,17,0
23,63439,1,0
58,57089,12,0
28,61694,15,0
54,74016,2,0
18,39618,11,0
29,91107,6,0
21,53678,13,0
55,79328,16,0
53,74449,7,0
19,72000,9,0
27,80316,5,0
19,48388,15,0
20,60794,6,0
30,67487,6,0
44,82602,15,0
49,81760,3,0
44,43638,6,0
27,108401,10,0
59,39901,11,0
42,84643,9,0
28,87408,11,0
31,107942,9,0
45,106470,15,0
34,32537,14,0
27,39043,19,0
53,28758,5,0
21,83813,6,0
24,46239,3,1
42,114989,3,0
23,51031,18,0
29,113757,7,0
18,89510,14,0
57,54456,5,0
52,75108,19,0
35,112863,5,0
33,90420,8,0
26,36820,14,0
50,74711,6,0
48,71338,16,0
20,88804,17,0
19,54944,3,0
59,118014,5,0
57,92872,1,0
24,24270,11,0
57,116861,19,0
38,95139,5,0
42,76524,12,0
29,119289,7,0
34,69053,4,0
28,68441,6,0
19,117692,5,0
48,113947,7,0
56,91712,11,0
57,26002,15,0
55,58111,15,0
31,42130,7,0
49,110017,9,0
24,56846,17,0
32,20029,17,0
36,95965,7,0
22,36547,4,1
20,72543,11,0
33,108722,4,0
37,46395,13,0
38,96859,7,0
55,94717,18,0
57,59433,2,0
58,78572,14,0
40,20645,9,0
45,91222,10,0
52,77206,5,0
59,99042,4,0
56,48324,2,1
18,101893,2,0
32,47512,3,1
45,49869,3,1
39,113556,7,0
24,84178,11,0
32,56775,18,0
55,38976,17,0
49,59532,2,0
40,33814,17,0
52,81145,16,0
49,84276,8,0
48,55049,0,0
40,56363,15,0
18,102824,4,0
42,26317,11,0
19,67911,17,0
25,105204,19,0
56,85487,3,0
54,108951,0,0
30,22250,1,1
31,95885,16,0
53,119124,6,0
55,43696,1,1
29,83838,16,0
40,80410,13,0
23,68274,0,0
34,51311,15,0
37,114704,7,0
59,50204,1,0
45,115960,19,0
28,100449,17,0
18,29900,14,0
48,107939,13,0
47,21893,12,0
22,83632,15,0
47,61537,8,0
54,54272,6,0
25,110438,10,0
18,80142,10,0
55,80027,4,0
47,53885,10,0
53,101331,4,0
39,80526,4,0
40,53747,18,0
22,108389,6,0
52,46524,12,0
53,44329,8,0
34,45937,7,0
20,52387,2,0
33,31362,13,0
20,29990,8,0
20,100616,11,0
53,52376,14,0
20,62010,9,0
36,115434,16,0
43,97623,13,0
41,61959,1,0
40,45399,5,0
32,22284,5,0
41,88890,0,0
20,69633,17,0
45,38519,3,1
29,119307,11,0
37,33759,9,0
24,49161,8,0
21,47190,14,0
22,81089,9,0
18,78251,8,0
44,65436,11,0
56,49426,19,0
38,85150,3,0
36,72108,6,0
20,104157,12,0
23,107862,10,0
49,43528,19,0
20,48478,17,0
29,112182,15,0
38,20087,5,0
29,115008,17,0
38,96051,3,0
51,108263,6,0
45,66324,4,0
20,61328,12,0
22,92442,13,0
22,89435,2,0
18,39287,7,0
47,86632,8,0
22,35805,4,1
40,60833,5,0
47,41205,0,1
54,54284,3,0
30,78866,14,0
44,74984,12,0
20,93801,8,0
24,24104,11,0
54,117190,19,0
18,45024,13,0
18,25990,6,0
57,50663,6,0
30,27702,11,0
21,114178,5,0
25,93639,11,0
27,37749,11,0
39,57790,9,0
38,78026,11,0
54,30169,8,0
59,45544,15,0
38,47962,9,0
49,57792,17,0
58,115402,16,0
46,110873,8,0
31,75472,9,0
24,109058,3,0
25,105200,9,0
46,65846,6,0
47,41869,19,0
59,55063,6,0
21,60012,15,0
23,58365,12,0
44,44788,0,1
24,34156,13,0
27,79191,16,0
47,106497,16,0
28,105878,4,0
46,116531,4,0
56,88189,14,0
36,93679,5,0
23,38573,15,0
59,101995,16,0
22,56048,10,0
38,101406,16,0
57,70380,0,0
30,81033,7,0
46,20912,8,0
19,111408,14,0
55,59154,0,0
31,20309,4,1
46,106947,4,0
27,118088,1,0
23,104933,6,0
19,59558,18,0
18,35999,16,0
56,41545,3,1
40,89735,17,0
28,73912,8,0
30,47313,0,1
20,86237,8,0
57,53064,2,0
36,20774,12,0
18,88878,18,0
19,30042,12,0
19,62521,12,0
45,41489,8,0
51,44414,0,1
48,73078,14,0
24,31270,3,1
46,69736,8,0
21,95390,12,0
35,22297,9,0
23,108961,0,0
32,59557,7,0
41,55614,19,0
34,88298,18,0
21,79870,13,0
47,91790,6,0
52,118257,3,0
44,97512,8,0
31,67611,2,0
33,46191,10,0
41,24074,8,0
53,37906,18,0
59,31949,19,0
41,91772,18,0
57,49593,12,0
39,26090,4,1
34,93529,1,0
21,110588,4,0
26,42600,7,0
54,33770,10,0
51,45520,2,1
27,41576,18,0
18,84698,8,0
43,65531,4,0
34,94582,14,0
57,105332,11,0
52,58938,12,0
51,22874,0,1
43,29916,9,0
52,31376,9,0
27,44796,11,0
41,113624,14,0
25,48510,12,0
24,68928,14,0
24,25675,17,0
33,79889,6,0
58,35079,16,0
46,40280,2,1
54,91347,10,0
39,99090,12,0
37,33215,14,0
19,46759,15,0
24,42764,3,1
30,58265,13,0
42,80290,2,0
25,69133,1,0
29,90969,7,0
47,79769,9,0
49,26762,14,0
25,88745,13,0
44,72213,10,0
32,77418,0,0
53,27912,14,0
18,34900,16,0
23,91190,12,0
43,51814,14,0
42,117149,13,0
21,92723,18,0
22,82395,19,0
32,52514,13,0
25,54119,10,0
59,110860,12,0
47,27466,11,0
44,43690,9,0
36,56086,13,0
30,65912,0,0
37,43745,1,1
42,70053,12,0
43,100724,19,0
35,82382,8,0
45,84947,10,0
43,78449,10,0
35,99469,9,0
36,55973,12,0
18,52223,15,0
32,82676,12,0
33,42858,12,0
27,111755,7,0
27,32897,6,0
45,44241,14,0
51,24563,1,1
29,117343,6,0
58,57552,4,0
27,61576,5,0
23,66158,14,0
31,74929,2,0
51,32789,14,0
50,99947,7,0
43,79938,17,0
30,28996,15,0
33,89461,10,0
26,54343,14,0
59,98342,10,0
43,64975,15,0
56,60354,6,0
49,60994,17,0
47,60493,0,0
52,27233,2,1
19,87407,14,0
54,43268,12,0
40,54037,1,0
24,90260,3,0
22,91548,13,0
57,61994,8,0
29,25188,10,0
34,72416,15,0
37,64978,3,0
55,111263,15,0
26,92172,14,0
30,22245,14,0
40,29233,8,0
29,102262,5,0
27,98211,16,0
19,113013,14,0
37,48851,1,1
41,107246,9,0
40,42433,18,0
58,31905,17,0
53,106075,13,0
34,50184,12,0
28,27728,0,1
47,39372,7,0
46,99560,19,0
35,61832,9,0
33,66442,17,0
19,55471,5,0
57,24614,14,0
21,90434,3,0
35,43948,10,0
36,117007,6,0
35,47317,3,1
25,31376,8,0
58,71491,14,0
56,67694,9,0
42,89962,17,0
27,54058,18,0
18,81379,17,0
43,47994,16,0
58,27783,12,0
48,114833,3,0
41,86116,16,0
20,26460,4,1
52,34042,3,1
49,102574,6,0
26,111052,15,0
47,70658,5,0
52,87987,14,0
35,91224,17,0
59,108447,9,0
44,87360,4,0
25,77337,15,0
34,69283,1,0
33,106610,15,0
57,20071,2,1
34,85221,3,0
51,87080,10,0
31,78711,0,0
28,116230,4,0
22,79629,6,0
58,96173,5,0
40,116653,12,0
39,89270,10,0
28,54556,15,0
43,25733,17,0
45,58300,6,0
32,112447,6,0
26,100985,2,0
34,54798,13,0
30,40740,12,0
38,76664,4,0
30,83271,1,0
56,35924,18,0
23,62167,4,0
48,49455,13,0
39,41335,6,0
47,47185,11,0
34,34862,12,0
29,68478,16,0
45,39182,3,1
27,95834,0,0
21,54911,17,0
57,45617,0,1
55,34187,9,0
27,22089,14,0
39,84242,16,0
40,69377,3,0
49,74428,16,0
37,81805,15,0
19,28792,14,0
25,110647,14,0
59,24179,8,0
34,60731,10,0
46,119050,5,0
46,79444,11,0
56,34034,10,0
18,108895,10,0
39,79500,8,0
28,88145,13,0
25,38466,16,0
22,38222,14,0
34,38015,2,1
23,20012,9,0
43,83540,19,0
22,60753,1,0
34,79266,14,0
36,94442,10,0
52,37741,10,0
